id,user_id,poll_question_id,poll_question_answer_id,freeform_response
200499,22184191,272,1104,
200506,22184191,279,1183,
201018,22235741,279,1183,
201021,22235741,282,1153,
201022,22235741,275,1111,
201023,22235741,275,,
201024,22235741,285,1170,
201025,22235741,285,,www.sharafiandco.com
201026,22235741,272,1104,
201038,22253191,279,1183,
201041,22253191,282,1184,
201042,22253191,275,1110,
201043,22253191,275,1111,
201044,22253191,275,,
201045,22253191,285,,"None yet,  just starting"
201046,22253191,272,1125,
201056,22169998,279,1182,
201059,22169998,282,1184,
201060,22169998,275,1110,
201061,22169998,275,1111,
201062,22169998,275,,
201063,22169998,285,1164,
201064,22169998,285,1169,
201065,22169998,285,,
201066,22169998,272,1126,
201108,22234389,279,1141,
201111,22234389,282,1153,
201112,22234389,275,1111,
201113,22234389,275,1114,
201114,22234389,275,,
201115,22234389,285,1164,
201116,22234389,285,,
201118,22234389,272,1125,
201265,22244301,279,1182,
201268,22244301,282,1184,
201269,22244301,275,1110,
201270,22244301,275,,
201271,22244301,285,1168,
201272,22244301,285,1169,
201273,22244301,285,,
201274,22244301,272,1104,
201903,22341486,279,1182,
201909,22341486,282,1150,
201910,22341486,275,1111,
201911,22341486,275,,
201915,22341486,285,1171,
201916,22341486,285,,Shopify website
201917,22341486,272,1125,
202209,21087946,279,1141,
202212,21087946,282,1153,
202213,21087946,275,1110,
202214,21087946,275,,
202215,21087946,285,1169,
202216,21087946,285,,
202217,21087946,272,1125,
202895,22440202,279,1182,
202898,22440202,282,1152,
202899,22440202,275,1111,
202900,22440202,275,,
202901,22440202,285,1169,
202902,22440202,285,1170,
202903,22440202,285,,
202904,22440202,272,1103,
202945,22467728,279,1182,
202948,22467728,282,1194,
202949,22467728,275,1110,
202950,22467728,275,,
202951,22467728,285,1169,
202952,22467728,285,,
202953,22467728,272,1125,
202990,22467816,279,1183,
202993,22467816,282,1194,
202994,22467816,275,1111,
202995,22467816,275,1114,
202996,22467816,275,1115,
202997,22467816,275,,
202998,22467816,285,1168,
202999,22467816,285,1169,
203000,22467816,285,,
203001,22467816,272,1104,
203024,22174373,279,1183,
203027,22174373,282,1150,
203028,22174373,275,1110,
203029,22174373,275,,
203030,22174373,285,1169,
203031,22174373,285,,
203032,22174373,272,1103,
218426,22537656,279,1182,
218435,22537656,282,1194,
218437,22537656,275,1110,
218438,22537656,275,1111,
218439,22537656,275,,
218441,22537656,285,1168,
218442,22537656,285,1169,
218443,22537656,285,,
218445,22537656,272,1104,
220869,22568775,279,1141,
220872,22568775,282,1152,
220873,22568775,275,1110,
220874,22568775,275,,
220875,22568775,285,1169,
220876,22568775,285,,
220877,22568775,272,1125,
220897,22566285,279,1182,
220903,22566285,282,1194,
220905,22566285,275,1110,
220906,22566285,275,,
220909,22566285,285,1168,
220910,22566285,285,,
220912,22566285,272,1104,
221531,22583462,279,1141,
221534,22583462,282,1149,
221535,22583462,275,1110,
221536,22583462,275,,
221537,22583462,285,1164,
221538,22583462,285,1169,
221539,22583462,285,,
221540,22583462,272,1126,
222248,22604526,279,1183,
222251,22604526,282,1153,
222252,22604526,275,1110,
222253,22604526,275,,
222254,22604526,285,1168,
222255,22604526,285,1169,
222256,22604526,285,,
222257,22604526,272,1126,
229524,22650286,279,1140,
229527,22650286,282,1149,
229528,22650286,275,1110,
229529,22650286,275,,
229530,22650286,285,1164,
229531,22650286,285,1169,
229532,22650286,285,,
229533,22650286,272,1099,
230821,22618615,279,1183,
230927,22661326,279,1141,
230930,22661326,282,1184,
230931,22661326,275,1110,
230932,22661326,275,,
230933,22661326,285,1164,
230934,22661326,285,,
230935,22661326,272,1123,
231743,22647909,279,1141,
231746,22647909,282,1184,
231747,22647909,275,1110,
231748,22647909,275,,
231749,22647909,285,1164,
231750,22647909,285,,
231751,22647909,272,1126,
231762,13416494,279,1182,
231765,13416494,282,1153,
231766,13416494,275,1111,
231767,13416494,275,,"First seeing Bonanzle around the Web, then seeing the change to Bonanza, and remembering the name."
231768,13416494,285,1164,
231769,13416494,285,1171,
231770,13416494,285,,
231771,13416494,272,,"Can't answer this because I can't produce, list and market on any type of regular schedule at this time."
232006,22679405,279,1141,
232009,22679405,282,1150,
232010,22679405,275,1114,
232011,22679405,275,,
232012,22679405,285,1164,
232013,22679405,285,1171,
232014,22679405,285,,
232015,22679405,272,1126,
232256,22582824,279,1183,
232265,22582824,282,1194,
232266,22582824,275,,I sell on Etsy and was looking for an additional venue and found Bonanza through the Etsy forum
232267,22582824,285,1170,
232268,22582824,285,1166,
232269,22582824,285,,
232270,22582824,272,1103,
232972,22688177,279,1183,
232978,22688177,282,1153,
232979,22688177,275,1111,
232980,22688177,275,1114,
232981,22688177,275,,
232985,22688177,285,1168,
232986,22688177,285,,My own online store
232991,22688177,272,1104,
233266,22808950,279,1182,
233271,22808950,282,1153,
233278,22808950,275,1110,
233279,22808950,275,,
233280,22808950,285,,my own website
233281,22808950,272,1104,
233299,22782739,279,1183,
233341,22782739,282,1152,
233343,22782739,275,,Started as a hobby and beauty in the house.
233351,22782739,285,1168,
233352,22782739,285,1169,
233353,22782739,285,,
233357,22782739,272,1104,
233385,22757434,279,1141,
233391,22757434,282,1150,
233392,22757434,275,1110,
233393,22757434,275,,
233394,22757434,285,1169,
233395,22757434,285,,
233396,22757434,272,1124,
233524,22705660,279,1141,
233532,22705660,282,1153,
233533,22705660,275,1110,
233534,22705660,275,,
233540,22705660,285,,military bases
233541,22705660,272,1125,
233588,22816000,279,1182,
233591,22816000,282,1149,
233592,22816000,275,1110,
233593,22816000,275,1111,
233594,22816000,275,1115,
233595,22816000,275,,
233596,22816000,285,1168,
233597,22816000,285,1171,
233598,22816000,285,,
233599,22816000,272,1125,
233751,22792775,279,1183,
233754,22792775,282,1153,
233755,22792775,275,1110,
233756,22792775,275,,
233757,22792775,285,1169,
233758,22792775,285,,
233759,22792775,272,1104,
234228,22861824,279,1183,
234231,22861824,282,1153,
234232,22861824,275,1112,
234233,22861824,275,,
234240,22861824,285,1169,
234241,22861824,285,1170,
234242,22861824,285,,
234243,22861824,272,1126,
234988,22880009,279,1183,
234991,22880009,282,1153,
234992,22880009,275,1114,
234993,22880009,275,,
234994,22880009,285,1169,
234995,22880009,285,1170,
234996,22880009,285,,
234997,22880009,272,1104,
235070,22875746,279,1141,
235073,22875746,282,1184,
235074,22875746,275,1115,
235075,22875746,275,,
235076,22875746,285,1164,
235077,22875746,285,,
235078,22875746,272,,
235377,22875914,279,1141,
235380,22875914,282,1153,
235381,22875914,275,1110,
235382,22875914,275,,
235383,22875914,285,1169,
235384,22875914,285,,
235385,22875914,272,1125,
235646,22924220,279,1141,
235652,22924220,282,1184,
235656,22924220,275,1110,
235657,22924220,275,1111,
235658,22924220,275,1115,
235659,22924220,275,,
235660,22924220,285,1168,
235661,22924220,285,1169,
235662,22924220,285,,
235663,22924220,272,1125,
236018,22932710,279,1183,
236021,22932710,282,1152,
236022,22932710,275,1110,
236023,22932710,275,,
236024,22932710,285,,
236025,22932710,272,1104,
236286,22954372,279,1183,
236289,22954372,282,1152,
236290,22954372,275,1112,
236291,22954372,275,,
236292,22954372,285,1168,
236293,22954372,285,,
236294,22954372,272,1125,
236308,22698532,279,1141,
236311,22698532,282,1153,
236312,22698532,275,1110,
236313,22698532,275,1111,
236314,22698532,275,1114,
236315,22698532,275,,
236316,22698532,285,1169,
236317,22698532,285,,
236318,22698532,272,1126,
236380,22952193,279,1183,
236383,22952193,282,1152,
236384,22952193,275,1111,
236385,22952193,275,,
236386,22952193,285,1168,
236387,22952193,285,1169,
236388,22952193,285,,
236389,22952193,272,1126,
236525,22917254,279,1183,
236528,22917254,282,1152,
236529,22917254,275,1111,
236530,22917254,275,,
236531,22917254,285,1166,
236532,22917254,285,,
236533,22917254,272,1104,
237214,23014142,279,1183,
237217,23014142,282,1152,
237218,23014142,275,1110,
237219,23014142,275,,
237220,23014142,285,1168,
237221,23014142,285,1169,
237222,23014142,285,,
237223,23014142,272,1103,
237225,23001654,279,1141,
237245,23001654,282,1152,
237246,23001654,275,1110,
237247,23001654,275,,
237248,23001654,285,1169,
237249,23001654,285,,craigslist
237250,23001654,272,1104,
237671,22971080,279,1183,
237682,22971080,282,1194,
237684,22971080,275,1112,
237685,22971080,275,,
237689,22971080,285,1164,
237690,22971080,285,1168,
237691,22971080,285,,
237702,22971080,272,1126,
237737,23057870,279,1182,
237740,23057870,282,1149,
237741,23057870,275,1114,
237742,23057870,275,,
237743,23057870,285,1169,
237744,23057870,285,,
237745,23057870,272,1104,
237845,22986910,279,1183,
237848,22986910,282,1194,
237849,22986910,275,1112,
237850,22986910,275,,
237851,22986910,285,1169,
237852,22986910,285,,
237853,22986910,272,1124,
237925,23050348,279,1182,
237928,23050348,282,1184,
237929,23050348,275,1111,
237930,23050348,275,,
237931,23050348,285,1169,
237932,23050348,285,,
237933,23050348,272,1104,
238068,22993816,279,1182,
238071,22993816,282,1150,
238072,22993816,275,1112,
238073,22993816,275,,
238074,22993816,285,1164,
238075,22993816,285,1169,
238076,22993816,285,,
238077,22993816,272,1123,
238725,23013959,279,1182,
238728,23013959,282,1194,
238729,23013959,275,1113,
238730,23013959,275,,Resellers on instagram
238733,23013959,285,,Mercari
238736,23013959,272,1125,
239045,20163206,279,1183,
239048,20163206,282,1153,
239049,20163206,275,,I received an inquiry from Bonanza asking me to join
239050,20163206,285,1168,
239051,20163206,285,1169,
239052,20163206,285,,
239053,20163206,272,1103,
239254,23164824,279,1182,
239257,23164824,282,1149,
239258,23164824,275,1112,
239259,23164824,275,1114,
239260,23164824,275,,
239261,23164824,285,1169,
239262,23164824,285,,
239263,23164824,272,1124,
239588,22783081,279,1141,
239591,22783081,282,1153,
239592,22783081,275,1112,
239593,22783081,275,,
239594,22783081,285,1169,
239595,22783081,285,1170,
239596,22783081,285,,
239597,22783081,272,1125,
239645,23151730,279,1183,
239648,23151730,282,1150,
239649,23151730,275,1114,
239650,23151730,275,,
239651,23151730,285,1168,
239652,23151730,285,,Shopify website
239653,23151730,272,,As much as possible
240033,23232480,279,1141,
240036,23232480,282,1150,
240037,23232480,275,1114,
240038,23232480,275,,
240039,23232480,285,1168,
240040,23232480,285,1169,
240041,23232480,285,,
240042,23232480,272,1099,
240280,21480197,279,1183,
240283,21480197,282,1153,
240284,21480197,275,1114,
240285,21480197,275,,
240286,21480197,285,1169,
240287,21480197,285,,my own site
240288,21480197,272,1125,
240533,23251223,279,1183,
240536,23251223,282,1150,
240537,23251223,275,1110,
240538,23251223,275,,
240539,23251223,285,1170,
240540,23251223,285,,
240541,23251223,272,1104,
241138,23324932,279,1183,
241141,23324932,282,1153,
241142,23324932,275,1111,
241143,23324932,275,,
241144,23324932,285,1169,
241145,23324932,285,1170,
241146,23324932,285,,
241147,23324932,272,1125,
241160,23326900,279,1141,
241163,23326900,282,1152,
241164,23326900,275,,needed an alternative to declining eBay sales and high selling fees
241165,23326900,285,1169,
241166,23326900,285,,word of mouth in-person sales
241167,23326900,272,1125,
241213,23339666,279,1183,
241216,23339666,282,1194,
241217,23339666,275,1110,
241218,23339666,275,,
241219,23339666,285,1168,
241220,23339666,285,1166,
241221,23339666,285,,
241223,23339666,272,1103,
241309,23338382,279,1183,
241312,23338382,282,1194,
241313,23338382,275,1110,
241314,23338382,275,,
241315,23338382,285,1164,
241316,23338382,285,,
241317,23338382,272,1104,
241340,13731438,279,1183,
241343,13731438,282,1149,
241344,13731438,275,1111,
241345,13731438,275,,
241346,13731438,285,1168,
241347,13731438,285,1169,
241348,13731438,285,,
241349,13731438,272,1103,
241360,23329217,279,1140,
241363,23329217,282,1152,
241364,23329217,275,1110,
241365,23329217,275,1111,
241366,23329217,275,,
241367,23329217,285,1169,
241368,23329217,285,,
241369,23329217,272,1125,
241426,23305309,279,1141,
241430,23305309,282,1184,
241431,23305309,275,1110,
241432,23305309,275,,
241433,23305309,285,,word of mouth and craft shows
241434,23305309,272,,not sure
242179,23396034,279,1140,
242183,23396034,282,1184,
242184,23396034,275,1111,
242185,23396034,275,,
242186,23396034,285,1169,
242187,23396034,285,,
242189,23396034,272,1124,
242291,23371906,279,1182,
242294,23371906,282,1194,
242295,23371906,275,1114,
242296,23371906,275,,
242297,23371906,285,,
242298,23371906,272,1099,
242337,23352547,279,1182,
242340,23352547,282,1149,
242341,23352547,275,1111,
242342,23352547,275,,
242343,23352547,285,1168,
242344,23352547,285,,
242345,23352547,272,1126,
242659,23439136,279,1141,
242662,23439136,282,1149,
242663,23439136,275,1110,
242664,23439136,275,,
242665,23439136,285,1169,
242666,23439136,285,,
242667,23439136,272,1125,
243187,19177353,279,1182,
243190,19177353,282,1150,
243191,19177353,275,,
243192,19177353,285,1168,
243193,19177353,285,,
243194,19177353,272,1125,
243216,23468217,279,1183,
243219,23468217,282,1153,
243220,23468217,275,1111,
243221,23468217,275,,
243222,23468217,285,1169,
243223,23468217,285,,
243224,23468217,272,1104,
243486,23498852,279,1182,
243489,23498852,282,1150,
243490,23498852,275,1114,
243491,23498852,275,,
243492,23498852,285,1168,
243493,23498852,285,1169,
243494,23498852,285,,
243495,23498852,272,1124,
243855,23557585,279,1182,
243858,23557585,282,1153,
243859,23557585,275,1111,
243860,23557585,275,,
243861,23557585,285,1169,
243862,23557585,285,1170,
243863,23557585,285,,
243864,23545063,279,1183,
243866,23557585,272,1126,
243871,23545063,282,1184,
243872,23545063,275,1110,
243873,23545063,275,1115,
243874,23545063,275,,
243879,23545063,285,1168,
243880,23545063,285,1167,
243881,23545063,285,,
243883,23545063,272,1104,
244034,23524087,279,1182,
244037,23524087,282,1152,
244038,23524087,275,1114,
244039,23524087,275,,
244040,23524087,285,1169,
244041,23524087,285,,Tradesy
244042,23524087,272,1124,
244071,23563274,279,1183,
244074,23563274,282,1152,
244075,23563274,275,1110,
244076,23563274,275,,
244077,23563274,285,1169,
244078,23563274,285,1170,
244079,23563274,285,,
244080,23563274,272,1125,
244131,23448118,279,1183,
244134,23448118,282,1149,
244135,23448118,275,,
244136,23448118,285,1168,
244137,23448118,285,1169,
244138,23448118,285,,
244142,23448118,272,1125,
244181,23565227,279,1183,
244184,23565227,282,1153,
244185,23565227,275,1112,
244186,23565227,275,,
244187,23565227,285,1169,
244188,23565227,285,,
244189,23565227,272,1099,
244251,23568662,279,1141,
244254,23568662,282,1152,
244255,23568662,275,1112,
244256,23568662,275,,
244257,23568662,285,1166,
244258,23568662,285,,
244259,23568662,272,1125,
245002,23605942,279,1183,
245005,23605942,282,1152,
245006,23605942,275,1110,
245007,23605942,275,,
245008,23605942,285,1168,
245009,23605942,285,1169,
245010,23605942,285,,
245011,23605942,272,1104,
245828,23696719,279,1183,
245831,23696719,282,1153,
245832,23696719,275,,expanding
245833,23696719,285,1168,
245834,23696719,285,1169,
245835,23696719,285,,
245836,23696719,272,1125,
246154,23712786,279,1183,
246157,23712786,282,1149,
246158,23712786,275,1111,
246159,23712786,275,1112,
246160,23712786,275,,
246161,23712786,285,1169,
246162,23712786,285,,
246163,23712786,272,1104,
246358,23698156,279,1183,
246361,23698156,282,1184,
246362,23698156,275,1110,
246363,23698156,275,,
246385,23698156,285,1169,
246386,23698156,285,,
246387,23698156,272,1125,
246539,23733806,279,1183,
246542,23733806,282,1152,
246543,23733806,275,1111,
246544,23733806,275,1114,
246545,23733806,275,,
246546,23733806,285,1170,
246547,23733806,285,,Allegro
246548,23733806,272,1125,
246779,23745503,279,1182,
246782,23745503,282,1184,
246783,23745503,275,1114,
246784,23745503,275,,
246785,23745503,285,1171,
246786,23745503,285,,instagram
246788,23745503,272,1104,
246817,23369864,279,1183,
246820,23369864,282,1153,
246821,23369864,275,1111,
246822,23369864,275,1112,
246823,23369864,275,1114,
246824,23369864,275,,
246825,23369864,285,1169,
246826,23369864,285,,
246827,23369864,272,1099,
247347,23807177,279,1183,
247350,23807177,282,1153,
247353,23807177,275,1115,
247354,23807177,275,,
247355,23807177,285,1169,
247356,23807177,285,,offer.up craigslist
247357,23807177,272,1103,
247684,23839259,279,1182,
247687,23839259,282,1153,
247688,23839259,275,1114,
247689,23839259,275,,
247690,23839259,285,1169,
247691,23839259,285,1166,
247692,23839259,285,,
247694,23839259,272,1123,
247785,23767334,279,1141,
247788,23767334,282,1153,
247789,23767334,275,1110,
247790,23767334,275,,
247791,23767334,285,1168,
247792,23767334,285,,
247793,23767334,272,1125,
248087,23875042,279,1183,
248090,23875042,282,1153,
248091,23875042,275,1110,
248092,23875042,275,1115,
248093,23875042,275,,
248094,23875042,285,1168,
248095,23875042,285,1169,
248096,23875042,285,,
248097,23875042,272,1125,
248399,23903771,279,1182,
248402,23903771,282,1184,
248403,23903771,275,1114,
248404,23903771,275,,
248405,23903771,285,,did not have any sale yet
248406,23903771,272,1126,
248576,23920117,279,1182,
248582,23920117,282,1150,
248583,23920117,275,1110,
248584,23920117,275,,
248588,23920117,285,1169,
248589,23920117,285,,
248590,23920117,272,1125,
248641,23835309,279,1182,
248644,23835309,282,1184,
248645,23835309,275,1110,
248646,23835309,275,,
248647,23835309,285,1164,
248648,23835309,285,1170,
248649,23835309,285,,
248650,23835309,272,1126,
248901,23916352,279,1182,
248904,23916352,282,1194,
248905,23916352,275,1115,
248906,23916352,275,,
248907,23916352,285,1168,
248908,23916352,285,,
248909,23916352,272,1125,
248998,23940831,279,1183,
249001,23940831,282,1194,
249002,23940831,275,1114,
249003,23940831,275,,
249004,23940831,285,,
249005,23940831,272,1099,
249134,23954928,279,1141,
249137,23954928,282,1194,
249138,23954928,275,1110,
249139,23954928,275,1111,
249140,23954928,275,1114,
249141,23954928,275,,
249142,23954928,285,1169,
249143,23954928,285,,
249144,23954928,272,1125,
249406,23978170,279,1182,
249413,23978170,282,1149,
249414,23978170,275,1112,
249415,23978170,275,,
249416,23978170,285,1169,
249417,23978170,285,,
249418,23978170,272,1125,
249476,23980680,279,1182,
249479,23980680,282,1149,
249480,23980680,275,1110,
249481,23980680,275,,
249485,23980680,285,1169,
249486,23980680,285,,
249493,23980680,272,1104,
249516,23767691,279,1182,
249519,23767691,282,1194,
249520,23767691,275,1115,
249521,23767691,275,,
249522,23767691,285,1170,
249523,23767691,285,1171,
249524,23767691,285,,
249525,23767691,272,1125,
249641,23587670,279,1183,
249644,23587670,282,1194,
249648,23587670,275,1110,
249649,23587670,275,,Due
249650,23587670,285,1169,
249651,23587670,285,,
249652,23587670,272,1125,
249735,23982734,279,1183,
249738,23982734,282,1153,
249739,23982734,275,1115,
249740,23982734,275,,
249741,23982734,285,1168,
249742,23982734,285,,walmart
249743,23982734,272,1126,
250473,24064384,279,1141,
250476,24064384,282,1184,
250477,24064384,275,1110,
250478,24064384,275,,
250479,24064384,285,1164,
250480,24064384,285,,
250481,24064384,272,1124,
251604,24175444,279,1183,
251608,24175444,282,1150,
251614,24175444,275,1114,
251615,24175444,275,,
251621,24175444,285,1168,
251622,24175444,285,1169,
251623,24175444,285,,
251631,24175444,272,1104,
251794,77370,279,1183,
251797,77370,282,1153,
251800,77370,275,1111,
251801,77370,275,,
251802,77370,285,1169,
251803,77370,285,1170,
251804,77370,285,,
251805,77370,272,1126,
251830,24189735,279,1182,
251837,24189735,282,1150,
251840,24189735,275,1110,
251841,24189735,275,1111,
251842,24189735,275,1114,
251843,24189735,275,,
251845,24189735,285,1169,
251846,24189735,285,1170,
251847,24189735,285,,
251849,24189735,272,1125,
252073,24186556,279,1183,
252076,24186556,282,1194,
252077,24186556,275,1110,
252078,24186556,275,,
252079,24186556,285,1170,
252080,24186556,285,,
252081,24186556,272,1104,
252322,24106343,279,1183,
252325,24106343,282,1153,
252326,24106343,275,1112,
252327,24106343,275,,
252328,24106343,285,1168,
252329,24106343,285,,
252330,24106343,272,1126,
252353,846312,279,1141,
252363,846312,282,1194,
252365,846312,275,1115,
252366,846312,275,,
252367,846312,285,1164,
252368,846312,285,1169,
252369,846312,285,,
252370,846312,272,1125,
252709,24009594,279,1183,
252716,24009594,282,1153,
252717,24009594,275,1110,
252718,24009594,275,1111,
252719,24009594,275,1115,
252720,24009594,275,,
252721,24009594,285,1166,
252722,24009594,285,,Our website
252723,24009594,272,,Will evaluate monthley
253235,24231098,279,1183,
253238,24231098,282,1153,
253239,24231098,275,,email
253240,24231098,285,1169,
253241,24231098,285,,
253242,24231098,272,1126,
253282,24295617,279,1183,
253285,24295617,282,1152,
253286,24295617,275,,Found a competitor on Bonanaza
253288,24295617,285,1168,
253289,24295617,285,,
253292,24295617,272,,"I don't know how much traffic you get, I'm hoping $2001+"
253622,24192776,279,1183,
253625,24192776,282,1153,
253626,24192776,275,,Paypal recommend
253627,24192776,285,1169,
253628,24192776,285,,
253629,24192776,272,1104,
253702,24313093,279,1182,
253705,24313093,282,1150,
253706,24313093,275,1110,
253707,24313093,275,,
253708,24313093,285,1169,
253709,24313093,285,,
253710,24313093,272,1126,
254340,24327997,279,1183,
254343,24327997,282,1153,
254344,24327997,275,1110,
254345,24327997,275,,
254346,24327997,285,1168,
254347,24327997,285,1169,
254348,24327997,285,,
254349,24327997,272,1104,
254370,24371373,279,1141,
254373,24371373,282,1150,
254374,24371373,275,1110,
254375,24371373,275,,
254376,24371373,285,1166,
254377,24371373,285,,
254378,24371373,272,1125,
254393,24359193,279,1141,
254396,24359193,282,1153,
254397,24359193,275,1114,
254398,24359193,275,,
254399,24359193,285,1168,
254400,24359193,285,1169,
254401,24359193,285,,
254402,24359193,272,1123,
254598,24407168,279,1183,
254627,24407168,282,1153,
254635,24407168,275,1110,
254636,24407168,275,1111,
254637,24407168,275,1114,
254638,24407168,275,,
254643,24407168,285,1169,
254644,24407168,285,,
254647,24407168,272,1126,
254837,24284119,279,1183,
254840,24284119,282,1149,
254841,24284119,275,1112,
254842,24284119,275,,
254843,24284119,285,1164,
254844,24284119,285,1169,
254845,24284119,285,,
254846,24284119,272,1125,
255039,24421676,279,1141,
255042,24421676,282,1184,
255043,24421676,275,1110,
255044,24421676,275,,
255045,24421676,285,1169,
255046,24421676,285,,
255047,24421676,272,1126,
255193,24429003,279,1182,
255196,24429003,282,1150,
255197,24429003,275,1112,
255198,24429003,275,,
255199,24429003,285,1170,
255200,24429003,285,,Storenvy
255201,24429003,272,1103,
255395,24452784,279,1183,
255398,24452784,282,1153,
255399,24452784,275,1112,
255400,24452784,275,,
255401,24452784,285,1168,
255402,24452784,285,1169,
255403,24452784,285,,
255404,24452784,272,1104,
255479,24459183,279,1183,
255482,24459183,282,1152,
255483,24459183,275,1110,
255484,24459183,275,,
255485,24459183,285,1168,
255486,24459183,285,1169,
255487,24459183,285,,
255488,24459183,272,,"10,000+"
255800,24488302,279,1183,
255803,24488302,282,1153,
255804,24488302,275,1115,
255805,24488302,275,,
255806,24488302,285,1168,
255807,24488302,285,1169,
255808,24488302,285,,
255809,24488302,272,1103,
255876,24119940,279,1182,
255879,24119940,282,1194,
255880,24119940,275,1110,
255881,24119940,275,,
255882,24119940,285,1169,
255883,24119940,285,1170,
255884,24119940,285,,
255885,24119940,272,1124,
256078,24448664,279,1182,
256081,24448664,282,1150,
256085,24448664,275,1111,
256086,24448664,275,1115,
256087,24448664,275,,
256088,24448664,285,,my own website
256089,24448664,272,1103,
257357,24564111,279,1183,
257360,24564111,282,1194,
257364,24564111,275,1114,
257365,24564111,275,,
257366,24564111,285,1169,
257367,24564111,285,,
257368,24564111,272,1125,
257548,24591978,279,1182,
257551,24591978,282,1153,
257552,24591978,275,1110,
257553,24591978,275,,
257554,24591978,285,1168,
257555,24591978,285,1171,
257556,24591978,285,,
257557,24591978,272,1103,
257637,24637995,279,1182,
257640,24637995,282,1194,
257641,24637995,275,1110,
257642,24637995,275,,
257643,24637995,285,1169,
257644,24637995,285,,
257645,24637995,272,1104,
257763,24563800,279,1141,
257766,24563800,282,1194,
257767,24563800,275,1110,
257768,24563800,275,,
257769,24563800,285,1164,
257770,24563800,285,1169,
257771,24563800,285,,
257772,24563800,272,1125,
257875,24601686,279,1182,
257878,24601686,282,1184,
257879,24601686,275,1110,
257880,24601686,275,,
257881,24601686,285,,I am a new seller
257882,24601686,272,1126,
257893,24623771,279,1183,
257896,24623771,282,1153,
257897,24623771,275,1110,
257898,24623771,275,,
257899,24623771,285,,Direct from my website
257900,24623771,272,1103,
257912,24643427,279,1141,
257915,24643427,282,1153,
257916,24643427,275,1110,
257917,24643427,275,,
257918,24643427,285,1168,
257919,24643427,285,1169,
257920,24643427,285,,
257921,24643427,272,1125,
258304,24674024,279,1182,
258307,24674024,282,1194,
258308,24674024,275,1112,
258309,24674024,275,,
258310,24674024,285,,
258311,24674024,272,1125,
258735,24730554,279,1183,
258738,24730554,282,1153,
258739,24730554,275,,
258740,24730554,285,1168,
258741,24730554,285,,walmart
258744,24730554,272,1103,
258810,24645828,279,1182,
258813,24645828,282,1152,
258814,24645828,275,1114,
258815,24645828,275,,
258816,24645828,285,1169,
258817,24645828,285,1170,
258818,24645828,285,,
258819,24645828,272,1104,
259235,24730407,279,1183,
259241,24730407,282,1184,
259242,24730407,275,1112,
259243,24730407,275,,
259244,24730407,285,1164,
259245,24730407,285,1169,
259246,24730407,285,,
259247,24730407,272,1103,
259460,24789454,279,1183,
259463,24789454,282,1149,
259464,24789454,275,1110,
259465,24789454,275,,
259466,24789454,285,,groupon
259467,24789454,272,1103,
259540,24786684,279,1182,
259543,24786684,282,1152,
259544,24786684,275,1110,
259545,24786684,275,,
259546,24786684,285,1169,
259547,24786684,285,,online store
259548,24786684,272,1104,
260302,24842296,279,1141,
260305,24842296,282,1153,
260306,24842296,275,1110,
260307,24842296,275,,
260308,24842296,285,1164,
260309,24842296,285,1168,
260310,24842296,285,,
260311,24842296,272,1099,
260385,24861011,279,1183,
260388,24861011,282,1153,
260389,24861011,275,1110,
260390,24861011,275,,
260391,24861011,285,1168,
260392,24861011,285,1169,
260393,24861011,285,,
260394,24861011,272,1104,
260766,24879970,279,1183,
260769,24879970,282,1152,
260770,24879970,275,1110,
260771,24879970,275,1111,
260772,24879970,275,,
260773,24879970,285,1168,
260774,24879970,285,1169,
260775,24879970,285,,
260776,24879970,272,1103,
260830,24881125,279,1183,
260833,24881125,282,1153,
260834,24881125,275,,YouTube
260835,24881125,285,1169,
260836,24881125,285,,
260837,24881125,272,1104,
261286,15241609,279,1183,
261289,15241609,282,1153,
261290,15241609,275,,"Currently on E-bay, and their platform is not functioning properly for months.  Looking for another platform."
261291,15241609,285,1169,
261292,15241609,285,,
261293,15241609,272,1104,
261336,24880995,279,1141,
261339,24880995,282,1184,
261340,24880995,275,1114,
261341,24880995,275,,
261342,24880995,285,,
261343,24880995,272,1125,
261589,24928801,279,1141,
261592,24928801,282,1194,
261593,24928801,275,1110,
261594,24928801,275,,
261595,24928801,285,1168,
261596,24928801,285,1170,
261597,24928801,285,,
261598,24928801,272,1125,
261672,24949821,279,1141,
261675,24949821,282,1152,
261676,24949821,275,1112,
261677,24949821,275,,
261678,24949821,285,1169,
261679,24949821,285,,
261680,24949821,272,1124,
262012,5143933,279,1182,
262015,5143933,282,1150,
262016,5143933,275,1110,
262017,5143933,275,,
262020,5143933,285,1167,
262021,5143933,285,,
262025,5143933,272,1103,
262592,24983354,279,1182,
262595,24983354,282,1149,
262596,24983354,275,1112,
262597,24983354,275,,
262601,24983354,285,1170,
262602,24983354,285,1171,
262603,24983354,285,,
262604,24983354,272,1104,
263183,24987422,279,1183,
263186,24987422,282,1152,
263187,24987422,275,1112,
263188,24987422,275,,
263189,24987422,285,1169,
263190,24987422,285,,DHgate Wish
263191,24987422,272,1126,
263216,25025770,279,1182,
263219,25025770,282,1150,
263220,25025770,275,,Traffic and Alexa
263221,25025770,285,1168,
263222,25025770,285,1170,
263223,25025770,285,,
263224,25025770,272,1123,
263441,25046832,279,1141,
263445,25046832,282,1194,
263448,25046832,275,,A different venue
