offer_id,rating_em,date(user_feedbacks.created_at),item_id,category_id,price,highest_parent_id
59890138,1,2019-03-18,632544948,1245,593.99,Computers/Tablets & Networking
59891825,1,2019-04-04,675781511,40605,11.99,Home & Garden
59892241,1,2019-03-21,689165706,3768,59.94,Computers/Tablets & Networking
59892887,1,2019-03-23,689174973,15720,150,Fashion
59893067,1,2019-03-20,689175293,16191,18.69,Computers/Tablets & Networking
59895137,1,2019-03-20,689186320,617,189.99,DVDs & Movies
59895306,1,2019-03-20,635961320,14964,205.69,Consumer Electronics
59897103,1,2019-03-20,689223579,159109,40.99,Sporting Goods
59897518,1,2019-03-20,679855850,11841,54.99,Health & Beauty
59898512,1,2019-03-20,431649374,67589,9.83,Health & Beauty
59898569,1,2019-03-13,689238702,3034,48.95,Fashion
59898678,1,2019-03-24,689240571,11812,399,Business & Industrial
59898756,1,2019-03-11,506260631,28174,5.99,Crafts
59900534,1,2019-03-23,626048553,293,17.82,Consumer Electronics
59901066,1,2019-03-20,689287004,57054,24.74,Business & Industrial
59901164,1,2019-03-06,689286435,179010,47.68,Sporting Goods
59901918,1,2019-03-01,689297185,53557,81.95,Fashion
59903779,1,2019-03-20,668823136,79643,22.27,Home & Garden
59904080,1,2019-03-21,689311342,15687,21.99,Fashion
59907093,1,2019-03-01,689375723,9355,233.99,Cell Phones & Accessories
59908082,1,2019-03-11,672575107,171138,97.51,Toys & Hobbies
59908255,1,2019-03-11,689399608,155193,23,Fashion
59908259,1,2019-03-28,689398873,67390,18.5,Health & Beauty
59908358,1,2019-03-21,436514187,33164,19.62,Health & Beauty
59908990,1,2019-03-16,685042987,61816,14.77,Computers/Tablets & Networking
59909396,1,2019-03-21,689419500,2032,21.98,Home & Garden
59911182,1,2019-03-12,689441564,175636,45,Health & Beauty
59911362,1,2019-03-06,689444237,617,15.99,DVDs & Movies
59911814,1,2019-02-24,689450158,3768,11.99,Computers/Tablets & Networking
59911928,1,2019-04-08,689099717,20863,86,Sporting Goods
59913047,1,2019-03-24,689466727,50133,16.99,"Sports Mem, Cards & Fan Shop"
59913369,1,2019-03-21,689472738,52365,9.78,Fashion
59913414,1,2019-04-07,691415041,146290,19,Crafts
59913786,1,2019-04-03,689478854,40088,8.86,Health & Beauty
59914688,1,2019-03-04,689499789,999010,19.99,Digital Goods
59915075,1,2019-03-21,689510898,137856,48.99,Jewelry & Watches
59915097,1,2019-03-25,685434033,169291,105,Fashion
59915216,1,2019-03-01,674118392,169291,105.24,Fashion
59915521,1,2019-03-21,689523400,2617,14.95,Toys & Hobbies
59915652,1,2019-03-21,689524625,155183,89,Fashion
59915954,1,2019-03-01,689531037,47291,1446.4,Sporting Goods
59916627,1,2019-03-21,689542726,35558,48,Parts & Accessories
59917012,1,2019-03-11,689549359,19262,32.58,Health & Beauty
59918882,1,2019-03-21,689572785,617,9.51,DVDs & Movies
59920074,1,2019-03-16,689589952,180955,8.59,Health & Beauty
59920137,1,2019-03-04,689592704,176994,15.99,Health & Beauty
59920523,1,2019-03-23,630797983,31387,37.13,Jewelry & Watches
59920777,1,2019-02-28,689606400,66694,103.99,Baby
59922516,1,2019-03-26,465542764,180266,29.98,Health & Beauty
59924591,1,2019-03-11,689699853,160737,6.95,Crafts
59924935,1,2019-03-12,689883295,169291,186.99,Fashion
59925238,1,2019-03-22,689723612,15687,18.49,Fashion
59925413,1,2019-03-15,689735400,3768,14.99,Computers/Tablets & Networking
59925883,1,2019-03-03,689752763,617,24.95,DVDs & Movies
59925899,1,2019-03-27,527560274,171108,316.01,Parts & Accessories
59926306,1,2019-03-22,509082170,177764,29.99,Health & Beauty
59926401,1,2019-03-20,689820994,147285,19.95,Fashion
59927202,1,2019-03-23,682958884,617,13.99,DVDs & Movies
59927441,1,2019-03-18,676601169,14278,8.66,Collectibles
59927797,1,2019-04-10,636125422,29223,4.95,Books
59927982,1,2019-02-27,659355067,3929,50,Collectibles
59928010,1,2019-03-15,688815367,3191,106.61,Home & Garden
59928034,1,2019-03-22,689828940,108002,269,Health & Beauty
59928174,1,2019-03-12,689829104,1060,35,Fashion
59928553,1,2019-03-22,689834933,3768,10.69,Computers/Tablets & Networking
59928558,1,2019-03-23,689835732,40017,191.68,Parts & Accessories
59928614,1,2019-03-22,689840532,33164,55.41,Health & Beauty
59930181,1,2019-03-22,689853561,617,49.9,DVDs & Movies
59930206,1,2019-04-04,645966090,29585,68.65,Health & Beauty
59931177,1,2019-03-20,630187253,29223,53.57,Books
59931868,1,2019-03-22,689870183,35558,14,Parts & Accessories
59932146,1,2019-03-23,689871919,35558,48,Parts & Accessories
59932419,1,2019-03-22,689875288,11848,125,Health & Beauty
59932588,1,2019-03-22,689876788,168058,34.99,Consumer Electronics
59932837,1,2019-03-22,689879692,155183,44.55,Fashion
59933343,1,2019-03-19,689892240,155226,50.99,Fashion
59934065,1,2019-03-22,689910783,33164,10.35,Health & Beauty
59934160,1,2019-03-22,593213899,3454,9,Coins & Paper Money
59934506,1,2019-03-22,683208354,3304,88.96,Business & Industrial
59936715,1,2019-03-25,689891275,3081,23.36,Baby
59937734,1,2019-03-10,689949464,41859,12.16,Computers/Tablets & Networking
59940811,1,2019-03-23,690000874,3768,10.39,Computers/Tablets & Networking
59941030,1,2019-04-01,690005689,11450,8.5,Fashion
59941129,1,2019-03-06,672370474,1279,29.01,Health & Beauty
59941209,1,2019-03-23,690011231,11226,7.5,Computers/Tablets & Networking
59941494,1,2019-03-23,690024206,3768,10.69,Computers/Tablets & Networking
59942259,1,2019-03-14,690039727,181007,69.95,Health & Beauty
59942566,1,2019-03-01,686551233,11873,5.49,Health & Beauty
59942784,1,2019-03-21,690050190,92868,85,Jewelry & Watches
59943015,1,2019-03-23,690059567,617,44.6,DVDs & Movies
59943818,1,2019-03-23,690094435,60220,27.72,Collectibles
59943833,1,2019-03-28,688124610,92036,395,Business & Industrial
59944496,1,2019-03-23,690116407,1268,8,Business & Industrial
59944708,1,2019-03-24,690475543,1245,100,Computers/Tablets & Networking
59945068,1,2019-03-25,404822198,31804,14,Health & Beauty
59945334,1,2019-03-22,618567831,617,20.95,DVDs & Movies
59945424,1,2019-03-23,690136827,168058,48.99,Consumer Electronics
59945434,1,2019-03-23,669195686,33545,37.77,Parts & Accessories
59945777,1,2019-04-02,518878398,63852,150,Fashion
59946665,1,2019-03-25,603847845,14953,96.03,Consumer Electronics
59947269,1,2019-03-23,690196371,3768,22.99,Computers/Tablets & Networking
59947679,1,2019-03-13,690207924,94932,14.39,Home & Garden
59948247,1,2019-03-23,690241158,47291,30.95,Sporting Goods
59948343,1,2019-03-25,690975118,179195,19.15,Fashion
59949132,1,2019-03-23,622880484,38181,25.98,Home & Garden
59949220,1,2019-03-20,690238567,169291,84.88,Fashion
59949676,1,2019-03-23,690249060,97034,49.95,Health & Beauty
59950132,1,2019-03-01,690257629,999011,7.99,Digital Goods
59950290,1,2019-03-01,690258961,999011,9.99,Digital Goods
59950993,1,2019-04-02,631326049,179010,180,Sporting Goods
59951128,1,2019-04-01,690271838,179179,19.3,Home & Garden
59952030,1,2019-04-13,671886455,175745,35,Consumer Electronics
59952604,1,2019-03-07,690288650,181007,69.95,Health & Beauty
59953275,1,2019-03-23,690313771,15687,5.93,Fashion
59954418,1,2019-03-13,690369652,31412,49.99,Health & Beauty
59954801,1,2019-03-24,690385602,179176,24.18,Home & Garden
59954880,1,2019-03-24,690385607,63867,21.99,Fashion
59955079,1,2019-04-15,690390168,2619,199,Toys & Hobbies
59955627,1,2019-04-07,690410420,40605,1.99,Home & Garden
59956097,1,2019-03-24,690425459,2993,69.99,Fashion
59956971,1,2019-03-27,690454155,175636,23.45,Health & Beauty
59957008,1,2019-03-24,689239773,33164,149.99,Health & Beauty
59957121,1,2019-03-25,690459703,155195,19.99,Fashion
59957288,1,2019-03-14,690462917,28174,4.99,Crafts
59957301,1,2019-03-30,691408687,18992,2.99,Toys & Hobbies
59957706,1,2019-03-24,690469570,3768,11.99,Computers/Tablets & Networking
59957818,1,2019-03-21,690567482,168058,27.99,Consumer Electronics
59957859,1,2019-04-18,699655465,181845,8.5,Business & Industrial
59958312,1,2019-03-26,690480173,11226,12.99,Computers/Tablets & Networking
59958898,1,2019-03-04,690500496,92868,52,Jewelry & Watches
59959464,1,2019-03-30,690514358,11226,13,Computers/Tablets & Networking
59959636,1,2019-03-05,588322928,33597,66.99,Parts & Accessories
59960046,1,2019-03-12,690537577,181007,75.95,Health & Beauty
59960274,1,2019-04-09,690543081,155189,89.09,Fashion
59960813,1,2019-03-24,690563235,234,14.84,Toys & Hobbies
59962510,1,2019-03-24,690603555,41424,15.5,Musical Instruments & Gear
59962624,1,2019-03-27,691366626,11507,17.99,Fashion
59963683,1,2019-03-24,669145843,29223,4.32,Books
59964788,1,2019-03-21,690666954,617,9.94,DVDs & Movies
59965961,1,2019-03-25,690988716,19001,2.5,Toys & Hobbies
59966491,1,2019-03-25,678647344,57,24.99,Entertainment Memorabilia
59966492,1,2019-03-14,690722787,20667,37.61,Home & Garden
59968035,1,2019-03-04,690772742,66780,25.11,Pet Supplies
59968532,1,2019-03-26,691543744,67589,31.99,Health & Beauty
59968752,1,2019-03-25,690804051,3226,5.52,Collectibles
59970838,1,2019-03-07,690870754,11530,12.87,Fashion
59973434,1,2019-03-25,690897098,119688,34.65,Home & Garden
59974142,1,2019-03-10,690912426,63864,25.99,Fashion
59974735,1,2019-03-25,690935282,11812,299,Business & Industrial
59974824,1,2019-04-22,690928341,21136,12,Collectibles
59975284,1,2019-03-25,690937554,97034,49.95,Health & Beauty
59975533,1,2019-03-25,682007822,11985,8.7,Health & Beauty
59976922,1,2019-03-28,594823777,175774,21.59,Fashion
59977417,1,2019-03-11,690965561,181007,70.95,Health & Beauty
59977619,1,2019-03-25,690972475,32878,62.57,Home & Garden
59977657,1,2019-04-16,690972041,617,49.9,DVDs & Movies
59977786,1,2019-03-26,691576207,35558,278,Parts & Accessories
59978239,1,2019-03-25,231308634,122840,64,Home & Garden
59978328,1,2019-03-27,691904288,11450,40.28,Fashion
59978651,1,2019-03-25,690997840,181007,43.5,Health & Beauty
59978941,1,2019-03-19,562407810,6755,28.66,Parts & Accessories
59979031,1,2019-03-25,690581548,33164,9.99,Health & Beauty
59979421,1,2019-03-11,656408789,11848,13.37,Health & Beauty
59979480,1,2019-03-15,691503071,92868,55,Jewelry & Watches
59980153,1,2019-03-26,691029503,176992,24.99,Health & Beauty
59980745,1,2019-03-13,662697219,53120,89.09,Fashion
59981121,1,2019-03-26,691329216,92868,70,Jewelry & Watches
59981206,1,2019-03-08,691049836,181007,75.95,Health & Beauty
59982524,1,2019-04-09,691080181,3820,135.6,Jewelry & Watches
59982897,1,2019-03-25,691091037,3768,22.99,Computers/Tablets & Networking
59983885,1,2019-03-25,691111660,32050,8.99,Jewelry & Watches
59983921,1,2019-04-12,691111243,3768,10,Computers/Tablets & Networking
59984075,1,2019-04-04,691113752,617,9.99,DVDs & Movies
59984078,1,2019-03-25,691115899,11498,169.99,Fashion
59984841,1,2019-03-25,691128028,86207,64.99,Fashion
59985337,1,2019-03-25,691138187,113337,2.49,Crafts
59985553,1,2019-03-25,691143253,1277,25.5,Health & Beauty
59986234,1,2019-03-25,601517081,3820,105.6,Jewelry & Watches
59987006,1,2019-03-18,690812375,1279,29.01,Health & Beauty
59988462,1,2019-03-28,692355078,15690,49.99,Fashion
59988952,1,2019-04-01,693699504,79720,124.99,Fashion
59989188,1,2019-03-07,691244464,116108,3.75,Everything Else
59989336,1,2019-03-14,691263778,24541,14.95,"Sports Mem, Cards & Fan Shop"
59989519,1,2019-03-26,691254613,122891,17.77,Home & Garden
59990982,1,2019-04-06,691309361,20742,21.99,Pet Supplies
59991863,1,2019-03-20,691343143,9355,309.99,Cell Phones & Accessories
59991968,1,2019-03-07,691465791,9355,209.99,Cell Phones & Accessories
59992143,1,2019-03-07,689175328,11450,25,Fashion
59992192,1,2019-03-08,688725196,39754,274.95,Consumer Electronics
59992459,1,2019-03-11,691359964,26346,38.99,Sporting Goods
59992587,1,2019-03-13,277110577,2887,199.99,"Sports Mem, Cards & Fan Shop"
59992705,1,2019-03-26,691365352,11450,49.49,Fashion
59992800,1,2019-03-26,691368906,42017,39.55,Computers/Tablets & Networking
59992903,1,2019-03-20,691369228,145937,24.99,Toys & Hobbies
59993233,1,2019-03-29,691380772,159049,57.5,Sporting Goods
59993296,1,2019-03-26,644813173,177076,370,Parts & Accessories
59993321,1,2019-03-20,654079699,31387,66.98,Jewelry & Watches
59993414,1,2019-03-26,289368579,155290,34.5,Collectibles
59993556,1,2019-03-05,691391333,1284,32.25,Pet Supplies
59993621,1,2019-03-26,666299184,163769,189.31,Consumer Electronics
59994035,1,2019-04-08,647059383,169284,4.9,Fashion
59994431,1,2019-04-16,691419648,617,35,DVDs & Movies
59994575,1,2019-03-04,691423598,3768,11.99,Computers/Tablets & Networking
59996086,1,2019-03-14,691454644,33164,16.99,Health & Beauty
59997383,1,2019-03-26,693698864,41511,6,Home & Garden
59997468,1,2019-03-08,691505480,3768,8.99,Computers/Tablets & Networking
59998088,1,2019-03-26,691523085,107578,559.34,Home & Garden
59998659,1,2019-03-20,691541431,165560,18.88,Collectibles
59998783,1,2019-04-06,691549388,41169,19.99,Collectibles
59999053,1,2019-03-26,665341888,63852,225,Fashion
59999384,1,2019-03-26,645387534,53159,31.79,Fashion
60000080,1,2019-04-08,686156409,16102,18.95,Home & Garden
60000090,1,2019-04-06,692117302,166736,1.49,Jewelry & Watches
60000879,1,2019-03-18,464866552,20695,15.99,Home & Garden
60001300,1,2019-03-26,691636956,119688,34.65,Home & Garden
60002401,1,2019-03-25,691859022,159049,58.66,Sporting Goods
60002436,1,2019-03-06,682665182,58730,23.99,Travel
60002500,1,2019-04-13,691702460,31387,49.88,Jewelry & Watches
60002908,1,2019-03-27,691693352,617,99.99,DVDs & Movies
60003038,1,2019-03-21,674269519,20696,34.99,Home & Garden
60003055,1,2019-03-04,691748119,9355,60,Cell Phones & Accessories
60003366,1,2019-03-06,690215180,71307,35.63,Home & Garden
60003809,1,2019-03-27,691747659,31774,29.51,Health & Beauty
60004045,1,2019-03-14,691746984,31510,37.39,Computers/Tablets & Networking
60004478,1,2019-03-05,691761394,3768,17.9,Computers/Tablets & Networking
60006001,1,2019-03-11,670688766,33713,14.83,Parts & Accessories
60006205,1,2019-03-29,663986309,11848,29.99,Health & Beauty
60007167,1,2019-03-27,691839547,11776,25.16,Health & Beauty
60007306,1,2019-03-28,691842100,31804,16.98,Health & Beauty
60009449,1,2019-03-27,691904567,15687,23.99,Fashion
60009761,1,2019-04-03,691924801,20524,1.38,Home & Garden
60010294,1,2019-03-27,691918036,111618,16.26,Business & Industrial
60010474,1,2019-03-27,691753569,73502,29.99,Collectibles
60010877,1,2019-03-24,584116836,95672,55.25,Fashion
60011061,1,2019-03-27,691932254,35749,273.16,Collectibles
60011094,1,2019-03-06,691934681,45515,32.99,Home & Garden
60011162,1,2019-03-27,691934962,299,26.99,Home & Garden
60011304,1,2019-03-28,691936230,11226,13,Computers/Tablets & Networking
60012241,1,2019-03-27,691999508,35749,365.97,Collectibles
60012683,1,2019-03-31,691973296,92868,99.99,Jewelry & Watches
60012754,1,2019-03-27,691970602,10795,39.99,Collectibles
60013382,1,2019-04-04,686769778,32987,99.99,Entertainment Memorabilia
60013789,1,2019-04-04,692000948,104409,99.99,Entertainment Memorabilia
60013861,1,2019-04-08,692000711,45238,66.5,Fashion
60013893,1,2019-03-27,691289319,36589,68.35,Crafts
60016772,1,2019-04-17,693092053,11865,79.99,Health & Beauty
60017133,1,2019-04-14,685805580,8439,11.88,Home & Garden
60018942,1,2019-03-27,692071684,33653,19.99,Parts & Accessories
60019342,1,2019-04-02,692079466,158953,120,Sporting Goods
60020904,1,2019-03-08,692102319,63867,39.53,Fashion
60021041,1,2019-03-27,692103697,11858,99.99,Health & Beauty
60023666,1,2019-03-28,692175117,73502,35.99,Collectibles
60024492,1,2019-04-08,692204219,164,82.99,Computers/Tablets & Networking
60024936,1,2019-03-16,692343936,111422,180,Computers/Tablets & Networking
60025891,1,2019-03-28,692239933,10063,34.99,Parts & Accessories
60026614,1,2019-03-21,688272409,1245,33.99,Computers/Tablets & Networking
60027617,1,2019-03-28,691902547,63108,60.69,Pet Supplies
60027759,1,2019-03-28,692302899,33653,131.19,Parts & Accessories
60027921,1,2019-03-28,692307911,10795,35.5,Collectibles
60028069,1,2019-03-16,688063860,31387,158.35,Jewelry & Watches
60028156,1,2019-04-01,687116932,71282,38.61,Home & Garden
60028267,1,2019-03-07,692315217,29585,185.95,Health & Beauty
60028295,1,2019-03-28,692320309,40608,7.79,Home & Garden
60028485,1,2019-04-16,692318694,159049,36.97,Sporting Goods
60028490,1,2019-03-28,692318691,999010,20.9,Digital Goods
60028830,1,2019-04-25,692329065,617,249.99,DVDs & Movies
60029112,1,2019-03-20,692331587,2622,36.45,Toys & Hobbies
60029192,1,2019-03-28,692332425,175521,19.49,Fashion
60029201,1,2019-03-28,692332359,10795,35.5,Collectibles
60029871,1,2019-04-02,692346300,137839,31.78,Jewelry & Watches
60029880,1,2019-03-25,692345997,115975,89.02,Home & Garden
60029993,1,2019-03-28,692348348,19001,3.25,Toys & Hobbies
60030969,1,2019-03-20,692371742,36431,14.92,Health & Beauty
60031514,1,2019-03-28,692439266,63862,129.99,Fashion
60031890,1,2019-03-28,692395884,177660,25.25,Health & Beauty
60032204,1,2019-03-28,692403591,69202,40.95,Home & Garden
60034771,1,2019-03-28,692430485,15687,50.9,Fashion
60035208,1,2019-04-04,692434010,42425,17.1,Cell Phones & Accessories
60035651,1,2019-04-05,692985486,43412,6.5,Home & Garden
60035778,1,2019-03-28,692438079,26396,58,Health & Beauty
60035787,1,2019-03-28,692437550,3768,15.98,Computers/Tablets & Networking
60035824,1,2019-03-12,692438925,19006,26,Toys & Hobbies
60036431,1,2019-03-28,692442199,11554,20.99,Fashion
60036813,1,2019-03-29,692446404,246,21.4,Toys & Hobbies
60037309,1,2019-03-28,692450250,31388,239,Cameras & Photo
60037428,1,2019-04-03,653830569,20349,4.95,Cell Phones & Accessories
60038224,1,2019-03-28,692461984,155197,22.99,Fashion
60038618,1,2019-04-06,693271714,33702,34.16,Parts & Accessories
60039149,1,2019-03-30,689914789,33164,18.91,Health & Beauty
60039828,1,2019-03-07,692478696,999010,29,Digital Goods
60040103,1,2019-03-28,692484101,20604,79.08,Home & Garden
60044966,1,2019-03-29,692514433,15687,26.98,Fashion
60046124,1,2019-03-13,692525320,26395,12.99,Health & Beauty
60046893,1,2019-03-26,692533044,155183,29.99,Fashion
60049254,1,2019-03-31,692558488,155193,16.95,Fashion
60049688,1,2019-03-31,612642208,727,110,Toys & Hobbies
60050351,1,2019-03-28,692583174,155226,40.99,Fashion
60050625,1,2019-03-29,692587930,46782,15.67,Home & Garden
60050651,1,2019-03-29,692611323,26346,49.98,Sporting Goods
60051424,1,2019-03-29,673392013,175720,5,Consumer Electronics
60051989,1,2019-03-19,692607253,1244,139.99,Computers/Tablets & Networking
60052293,1,2019-03-29,692616045,63861,16.24,Fashion
60053691,1,2019-03-29,692637745,163425,14.9,Fashion
60053987,1,2019-03-19,657470467,20441,19.79,Home & Garden
60055843,1,2019-04-01,692666467,15687,50.9,Fashion
60056084,1,2019-03-31,692668523,43412,7.5,Home & Garden
60056923,1,2019-03-29,617050907,51052,105.17,Computers/Tablets & Networking
60056967,1,2019-03-29,692696312,55793,32.99,Fashion
60057024,1,2019-03-29,692682461,45220,6.5,Fashion
60057471,1,2019-03-29,692690597,3668,16,Computers/Tablets & Networking
60057886,1,2019-03-27,692704233,155196,49.99,Fashion
60058151,1,2019-03-29,692705072,155201,34.15,Fashion
60058562,1,2019-03-25,692714625,168058,27.99,Consumer Electronics
60058845,1,2019-04-04,692720102,75039,18.71,Health & Beauty
60059227,1,2019-03-29,512520566,164121,69.99,Entertainment Memorabilia
60059389,1,2019-03-14,554837523,52365,28.04,Fashion
60059392,1,2019-03-29,692743415,31387,90.9,Jewelry & Watches
60059762,1,2019-03-16,692743344,20628,86,Home & Garden
60059837,1,2019-04-01,692743989,123490,36.99,Sporting Goods
60060131,1,2019-03-29,692752293,63853,9.95,Fashion
60060283,1,2019-03-29,680506447,11450,71.96,Fashion
60060339,1,2019-03-08,691053206,171485,150,Computers/Tablets & Networking
60060383,1,2019-03-13,692753494,66471,488.05,Parts & Accessories
60060592,1,2019-03-23,692757334,177885,29.99,Sporting Goods
60061807,1,2019-03-29,692772445,19263,5.99,Health & Beauty
60062507,1,2019-03-29,598845631,71273,34.95,Home & Garden
60063221,1,2019-04-19,213849153,60422,9.99,Entertainment Memorabilia
60063276,1,2019-04-12,692799316,8439,1.69,Home & Garden
60064577,1,2019-04-02,692819192,205,29.99,"Sports Mem, Cards & Fan Shop"
60065316,1,2019-03-29,692836832,62132,15.76,Sporting Goods
60065659,1,2019-03-29,692844383,73340,1.89,Consumer Electronics
60066043,1,2019-04-01,472969088,108765,9.99,Entertainment Memorabilia
60070880,1,2019-04-07,692918412,19262,32.99,Health & Beauty
60071047,1,2019-04-03,692935819,3009,23.99,Fashion
60071160,1,2019-03-30,692930727,121850,295,Home & Garden
60071427,1,2019-03-31,692938772,617,26.07,DVDs & Movies
60071717,1,2019-04-02,663545750,31803,5.93,Health & Beauty
60072257,1,2019-04-22,693367092,20695,39.99,Home & Garden
60072319,1,2019-04-04,692962991,360,24.97,Art
60073565,1,2019-03-19,692989400,11226,24.99,Computers/Tablets & Networking
60073875,1,2019-03-30,556625519,171228,1.32,Books
60074054,1,2019-03-21,586640375,20473,9.75,Home & Garden
60074100,1,2019-04-12,693000700,38174,9.12,Home & Garden
60074507,1,2019-04-04,691736500,168058,49.89,Consumer Electronics
60074569,1,2019-04-03,384415378,180957,56.09,Health & Beauty
60074733,1,2019-03-30,622932876,166695,7.69,Fashion
60074754,1,2019-03-14,637019263,63855,16.19,Fashion
60075624,1,2019-03-11,693049143,36865,18.88,Health & Beauty
60076117,1,2019-04-01,693052077,11450,29.99,Fashion
60076793,1,2019-03-30,679863367,617,21.77,DVDs & Movies
60076917,1,2019-04-01,693062787,3768,19.99,Computers/Tablets & Networking
60077227,1,2019-04-08,683996922,20349,21.99,Cell Phones & Accessories
60077305,1,2019-03-19,693072281,180960,27,Health & Beauty
60077362,1,2019-03-08,596858073,3081,14.8,Baby
60079711,1,2019-03-28,680305387,2203,37.04,Antiques
60081559,1,2019-04-15,693750857,52357,20.99,Fashion
60082058,1,2019-03-30,684115902,108298,30.71,Home & Garden
60083909,1,2019-03-30,614160203,3230,19.34,Collectibles
60085045,1,2019-03-30,693216233,170115,34.29,Home & Garden
60088421,1,2019-03-22,693548380,117034,45,Baby
60088540,1,2019-03-19,584348395,230,5.42,Toys & Hobbies
60089088,1,2019-04-17,693288434,38208,1303.7,Home & Garden
60089109,1,2019-03-29,693282854,70976,28.04,Collectibles
60090333,1,2019-03-07,693294636,999010,27.99,Digital Goods
60090665,1,2019-03-14,693297300,31787,27.7,Health & Beauty
60091627,1,2019-04-25,684277536,168058,27.99,Consumer Electronics
60091685,1,2019-04-01,693308642,20529,10.4,Home & Garden
60091726,1,2019-03-23,693308761,31754,26.68,Health & Beauty
60091838,1,2019-03-31,693312960,67422,12.59,Health & Beauty
60092064,1,2019-03-31,693315899,181009,35,Health & Beauty
60092365,1,2019-04-10,693321465,14313,39,Home & Garden
60092453,1,2019-04-05,693321708,20695,39.99,Home & Garden
60092809,1,2019-03-31,693328429,206,39.99,"Sports Mem, Cards & Fan Shop"
60093028,1,2019-04-03,693329791,20480,1600,Home & Garden
60094202,1,2019-03-31,685860997,63862,62.69,Fashion
60094361,1,2019-04-04,592233309,11870,6.01,Health & Beauty
60094537,1,2019-03-15,693361225,178893,149,Cell Phones & Accessories
60095270,1,2019-04-21,694120920,111694,58,Consumer Electronics
60095630,1,2019-04-09,693376097,40608,3.99,Home & Garden
60097518,1,2019-04-03,692567800,42353,38.03,Home & Garden
60097854,1,2019-04-01,517085398,44995,6.92,Computers/Tablets & Networking
60098183,1,2019-04-02,665066873,11233,15.83,Music
60098278,1,2019-03-31,637569178,169291,217.79,Fashion
60099120,1,2019-04-06,693443144,163224,14.99,Fashion
60099222,1,2019-03-13,693443439,75039,14.95,Health & Beauty
60099504,1,2019-04-01,693449467,33629,263.99,Parts & Accessories
60099546,1,2019-04-20,693448915,159049,36.97,Sporting Goods
60099878,1,2019-03-08,693456263,3270,803.95,Consumer Electronics
60100771,1,2019-03-26,619730408,20520,44.12,Home & Garden
60101109,1,2019-03-31,693471018,999010,22.99,Digital Goods
60103890,1,2019-03-31,693487365,73502,17,Collectibles
60105282,1,2019-04-07,693504292,52365,9.49,Fashion
60105595,1,2019-03-31,693511777,183393,22.83,Home & Garden
60106193,1,2019-04-13,693528334,46528,90.83,Business & Industrial
60106566,1,2019-03-14,693542010,35558,169,Parts & Accessories
60107187,1,2019-03-14,693547922,35558,112,Parts & Accessories
60107421,1,2019-03-13,693550284,175689,2.97,Computers/Tablets & Networking
60108813,1,2019-04-17,693590260,175750,43,Home & Garden
60110215,1,2019-04-01,693647375,155350,17.99,Fashion
60110552,1,2019-04-01,640727180,63866,19.79,Fashion
60110652,1,2019-04-15,647144088,155226,11.87,Fashion
60110898,1,2019-04-01,693657010,75039,18.71,Health & Beauty
60111032,1,2019-04-01,659884634,27291,99,"Sports Mem, Cards & Fan Shop"
60111147,1,2019-04-01,673387099,179798,30,Sporting Goods
60111333,1,2019-04-01,693662294,137856,102.99,Jewelry & Watches
60111756,1,2019-03-11,693669052,31387,94.4,Jewelry & Watches
60111813,1,2019-04-01,693667010,183721,14.95,Parts & Accessories
60113037,1,2019-04-01,693683255,33919,6.92,Health & Beauty
60113720,1,2019-04-15,693697642,1333,10,Collectibles
60114080,1,2019-04-08,693714535,137084,44.49,Fashion
60114114,1,2019-04-01,671922693,139973,7.85,Video Games & Consoles
60114211,1,2019-04-10,629905942,62132,17.99,Sporting Goods
60114218,1,2019-04-01,693716976,64503,49.49,Jewelry & Watches
60114300,1,2019-04-01,693718073,179798,74.99,Sporting Goods
60114783,1,2019-03-13,693724430,60361,42,Entertainment Memorabilia
60115930,1,2019-03-12,693732817,3768,8.9,Computers/Tablets & Networking
60116036,1,2019-04-06,693733628,20525,2.16,Home & Garden
60116175,1,2019-04-01,668845095,61312,12.64,Consumer Electronics
60116723,1,2019-04-01,693741822,19260,3.99,Health & Beauty
60116760,1,2019-04-01,691309465,16191,48.49,Computers/Tablets & Networking
60117716,1,2019-04-01,693758684,171831,9.5,Video Games & Consoles
60119042,1,2019-04-01,693815572,6028,35.3,Parts & Accessories
60119327,1,2019-04-09,531731096,524,350.45,Coins & Paper Money
60119598,1,2019-03-21,693836901,159049,59.9,Sporting Goods
60119608,1,2019-03-21,693836942,159049,59,Sporting Goods
60119627,1,2019-04-01,693842943,281,23.99,Jewelry & Watches
60120394,1,2019-03-27,693865276,617,189.99,DVDs & Movies
60120454,1,2019-03-25,693866695,57989,24.9,Fashion
60121343,1,2019-04-03,661117438,617,7.91,DVDs & Movies
60121675,1,2019-04-10,693906678,159049,57.5,Sporting Goods
60121951,1,2019-04-04,577219800,58,75,Entertainment Memorabilia
60123459,1,2019-04-01,693950956,15709,175,Fashion
60124198,1,2019-04-01,693971067,11498,115,Fashion
60125987,1,2019-04-01,693986165,177697,158.28,Parts & Accessories
60127867,1,2019-04-17,694712619,48626,239,Consumer Electronics
60130831,1,2019-03-22,694579442,26425,95,Collectibles
60132756,1,2019-04-22,694061066,31387,894.91,Jewelry & Watches
60134158,1,2019-04-02,694069844,177006,5.86,Home & Garden
60136643,1,2019-04-09,549363704,170115,4.96,Home & Garden
