booth_id,entry_source_em,inventory_source_em,parent_booth_id,entry_url,entry_query
4639696,4,,,Direct,
4639705,4,,,Direct,
4639729,0,,,https://www.google.com/,
4639744,4,,,Direct,
4639746,0,1,,Direct,
4639748,4,,,Direct,
4639739,,1,,,
4639764,4,1,,Direct,
4639769,16,,,https://www.google.com/,
4639779,4,,,Direct,
4639781,4,1,,Direct,
4639785,0,,,https://www.google.com/,
4639796,0,1,,https://www.google.com/,
4639821,7,1,,https://www.practicalecommerce.com/ecommerce-marketplaces-worldwide,
4639822,4,,,Direct,
4639851,16,1,,https://www.google.com/,
4639867,4,,,http://bonanza.com/,
4639898,5,,,Direct,
4639913,7,1,,http://naoking.jp/1060,
4639916,0,,,https://www.google.com.vn/,
4639951,4,,,Direct,
4639978,,3,,,
4640001,4,,,Direct,
4640002,0,1,,https://www.google.com/,
4640018,16,,,Direct,
4640025,4,1,,Direct,
4640034,16,5,,https://www.google.com/,
4640040,4,3,,Direct,
4640042,4,,,Direct,
4640073,4,1,,Direct,
4640079,7,,,http://www.cifnews.com/article/32884,
4640088,4,,,Direct,
4640089,4,,,Direct,
4604387,,3,,,
4640109,4,,,Direct,
4640125,4,,,Direct,
4640129,4,,,Direct,
4640138,4,,,Direct,
4640140,4,1,,Direct,
4640141,8,,,Direct,
4640154,0,1,,https://www.google.bg/,
4640158,4,,,Direct,
4640173,4,,,Direct,
4640178,4,1,,Direct,
4640181,22,1,,Direct,
4640188,4,,,Direct,
4640196,16,5,,https://www.google.com/,
4640202,4,3,,Direct,
4640204,0,,,https://www.google.se/,
4640222,5,1,,https://duckduckgo.com/,
4640228,4,,,Direct,
4640232,2,1,,https://www.bing.com/search?q=bonanza+selling+site&form=EDGSPH&mkt=en-us&httpsmsn=1&refig=5d8e286e54734ea89348dced71125b72&PC=LCTS&sp=1&ghc=1&qs=LS&pq=bonanza+se&sc=8-10&cvid=5d8e286e54734ea89348dced71125b72&cc=US&setlang=en-US,
4640233,4,,,Direct,
4640247,5,,,https://search.yahoo.com/,
4640264,4,,,Direct,
4640274,0,1,,https://www.google.com/,
4640288,7,,,https://www.bing.com/search?q=Bonanza&FORM=LCHLRE,
4640312,4,,,Direct,
4640316,5,1,,https://search.yahoo.com/,
4640332,0,1,,https://www.google.com/,
4640306,,1,,,
4640342,0,,,Direct,
4640352,4,1,,Direct,
4640354,0,,,Direct,
4640373,,1,,,
4640379,17,,,https://www.google.co.uk/,
4640388,,1,,,
4640395,22,1,,Direct,
4640416,4,,,Direct,
4640460,22,1,,Direct,
4640478,0,1,,https://www.google.bg/,
4640439,,6,,,
4640480,0,1,,Direct,
4640499,22,1,,http://ww2.siteplug.com/fly?enk=JpHmkeaxj4kGsY+Jj7EGyeaZj4mmoQa5ZrHmySfjJuNm,
4640522,16,,,https://www.google.com/,
4640559,2,,,Direct,
4640567,4,1,,https://www.bonanza.com/booths/PerfectxSeller/turbo_traffic_packs,
4640570,16,6,,android-app://com.google.android.googlequicksearchbox/https/www.google.com,
4640574,4,,,Direct,
4640578,16,6,,https://www.google.com/,
4640582,4,,,https://outlook.live.com/,
4640595,,1,,,
4640597,4,6,,Direct,
4638040,,3,,,
4640652,16,,,https://www.google.com/,
4640677,0,,,https://www.google.co.uk/,
4640678,4,,,Direct,
4640680,0,,,https://www.google.com/,
4640766,16,3,,https://www.google.com/,
4640770,4,3,,Direct,
4640774,4,,,Direct,
4640044,,1,,,
4640798,4,,,Direct,
3152721,,3,,,
4634920,,3,,,
4640801,0,1,,https://www.google.com/,
4640879,17,,,https://www.google.com/,
4640914,16,,,https://www.google.com/,
4640929,16,,,https://www.google.com/,
4640948,4,3,,Direct,
4640693,,1,,,
4640957,0,,,https://www.google.com/,
4640960,8,,,https://www.google.com/,
4640971,0,,,https://www.google.co.uk/,
4640968,,6,,,
4641006,,4,,,
4641047,,3,,,
4641060,4,3,,Direct,
4641088,4,,,Direct,
4641120,16,,,https://www.google.com/,
4641090,,3,,,
4641127,0,,,Direct,
4641128,0,,,Direct,
4641132,7,,,https://quickbooks.intuit.com/r/online-store-and-retail/10-sites-to-sell-your-products-online-whats-best-for-your-business/,
4641139,4,,,Direct,
4641181,0,,,https://www.google.com/,
4641246,0,,,https://www.google.ru/,
4641250,3,3,,https://www.bonanza.com/booths/deborahm1063?item_sort_options[custom_category_id]=756982,
4641255,0,,,https://www.google.com/,
4641304,4,4,,Direct,
4641362,4,,,https://www.google.com/,
4641374,8,1,,https://www.google.com/,
4641375,0,1,,https://www.google.com/,
4641381,0,,,https://www.google.com/,
4641412,4,,,Direct,
4641418,0,,,https://www.google.de/,
4641426,5,1,,https://r.search.yahoo.com/_ylt=AwrxhWrUxdVboHUANlCXVQx.;_ylu=X3oDMTBycWJpM21vBGNvbG8Dc2czBHBvcwMxBHZ0aWQDBHNlYwNzcg--/RV=2/RE=1540765268/RO=10/RU=https%3a%2f%2fwww.bonanza.com%2f/RK=2/RS=blVa5v2tpFQA5Fxth3ZkG5BSKiU-,
4641438,0,,,https://www.google.com/,
4641443,16,,,https://www.google.com/,
4641447,0,,,Direct,
4641449,4,,,http://bonanza.com/,
4641450,0,,,https://www.google.com/,
4641461,4,,,Direct,
4628901,,3,,,
4641462,4,1,,Direct,
4641476,0,,,Direct,
4641515,16,,,https://www.google.com/,
4641523,4,,,http://bonanza.com/,
4641526,5,,,https://r.search.yahoo.com/_ylt=AwrJ7FZxyddb4rsAdgHBGOd_;_ylu=X3oDMTEydm12NzFxBGNvbG8DYmYxBHBvcwMxBHZ0aWQDQjY1NDZfMQRzZWMDc3I-/RV=2/RE=1540897265/RO=10/RU=https%3a%2f%2fwww.bonanza.com%2f/RK=2/RS=JTba.ONmd7be_bo7pVGIf_5Fsew-,
4641529,22,1,,Direct,
4636571,,3,,,
4641540,16,,,https://www.google.com/,
4641544,5,1,,Direct,
4618385,,4,,,
4641554,4,1,,Direct,
4641564,16,,,https://www.google.com/,
4641566,16,1,,https://www.google.com/,
4641528,,1,,,
4641581,4,,,Direct,
4641598,8,,,https://www.google.com/,
4641612,0,1,,https://www.google.com.vn/,
4641625,0,,,https://www.google.com.au/,
4641643,0,1,,https://www.google.com/,
4641667,0,1,,https://www.google.com/,
4641672,0,,,https://www.google.com/,
4641725,7,1,,https://www.practicalecommerce.com/ecommerce-marketplaces-worldwide,
4641745,0,1,,https://www.google.com/,
4641747,17,,,https://www.google.co.uk/,
4641771,8,,,https://www.google.com/,
4641805,0,1,,https://www.google.com.au/,
4641808,0,1,,https://www.google.co.uk/,
4638023,,1,,,
3781287,,1,,,
4641851,4,,,Direct,
4641873,4,1,,Direct,
4641915,7,,,http://searchuk.libnet.info/results?client=searchuk&source=basicsearch&q=bonanza,
4641941,0,,,https://www.google.com/,
4641964,0,,,https://www.google.ru/,
4641979,8,,,https://www.google.com.hk/,
4641994,4,,,Direct,
4642034,4,3,,Direct,
4642036,0,,,https://www.google.com/,
4642037,16,1,,https://www.google.com/,
4642043,16,,,https://www.google.com/,
4642033,,3,,,
4642107,16,6,,Direct,
4642154,4,,,Direct,
4642153,,1,,,
4642167,0,,,https://www.google.com/,
4641459,,6,,,
4642186,0,1,,https://www.google.com/,
4642188,4,6,,Direct,
4642189,8,,,https://www.google.com/,
4642192,0,,,https://www.google.com/,
4642195,0,1,,Direct,
4642205,0,5,,https://www.google.lt/,
4642227,3,1,,https://appmail.mail.10086.cn/RmWeb/view.do?func=view:readMessage&comefrom=54&cguid=0.9411277506184839&mid=78860e554da7e3940000003d&callback=readMailReady&fid=1&guid=undefined&readTime=undefined,
4642241,4,2,,Direct,
4642222,,1,,,
4642263,5,6,,https://r.search.yahoo.com/_ylt=AwrJ61fecdhbY7sAFmZx.9w4;_ylu=X3oDMTEzbDltYWs4BGNvbG8DYmYxBHBvcwMxBHZ0aWQDTlNSUEMwXzEEc2VjA3Ny/RV=2/RE=1540940383/RO=10/RU=https%3a%2f%2fm.bonanza.com%2f/RK=2/RS=mWhUdNJt3z.7TKkEBykwVTyVpmw-,
4642276,0,1,,https://www.google.ge/,
4642292,4,,,Direct,
4642301,8,1,,https://www.google.com/,
4642309,0,5,,https://www.google.co.uk/,
4642334,16,5,,https://www.google.com/,
4642346,0,1,,https://www.google.com/,
4642363,0,,,https://www.google.com/,
4642379,2,1,,https://www.bing.com/search?q=alternatives+to+ebay&form=EDGSPH&mkt=en-us&httpsmsn=1&refig=b4b7e8c4234e41d2b7669aecb8387008&PC=HCTS&sp=-1&ghc=1&pq=alternatives+to+ebay&sc=8-20&qs=n&sk=&cvid=b4b7e8c4234e41d2b7669aecb8387008,
4642402,16,,,https://www.google.com/,
4642403,0,1,,https://www.google.com/,
4642417,16,5,,https://www.google.com/,
4642423,4,6,,Direct,
4642430,7,,,https://www.tshirtgang.com/cp/settings/bonanza,
4642433,4,1,,Direct,
4642437,16,1,,https://www.google.com/,
4642440,0,,,https://www.google.com/,
4642441,0,1,,https://www.google.co.uk/,
4638411,,1,,,
4642477,0,1,,https://www.google.com/,
4642489,4,,,Direct,
4642493,2,,,https://www.google.co.uk/,
4642498,0,1,,Direct,
4642508,16,,,https://www.google.com/,
4642491,,6,,,
4642524,0,,,https://www.google.com/,
4642562,16,4,,https://www.google.com/,
4642564,8,6,,Direct,
4642571,8,1,,Direct,
4642576,16,,,https://www.google.com/,
4607995,,2,,,
4642590,4,,,https://mail.google.com/mail/mu/mp/532/,
4642597,8,3,,https://www.google.com/,
4642598,0,,,https://www.google.com/,
4642623,8,,,https://www.google.com/,
4642636,22,,,Direct,
4642701,2,,,https://www.bing.com/search?q=Bonanza&FORM=LCHLRE,
4642705,4,,,Direct,
4642712,,1,,,
4642733,8,,,Direct,
4642750,16,,,Direct,
4642709,,1,,,
4642791,0,,,https://www.google.com/,
4642795,,3,,,
4642760,,1,,,
4642839,0,5,,https://www.google.com/,
4642837,,1,,,
4642813,,1,,,
4642846,8,,,https://www.google.com/,
4642861,5,,,https://search.yahoo.com/,
4642876,16,1,,https://www.google.com/,
4642888,0,,,https://www.google.com/,
4640921,,3,,,
4642903,0,1,,android-app://com.google.android.googlequicksearchbox,
4642191,,6,,,
4642909,0,5,,Direct,
4642925,0,6,,https://www.google.com/,
4642953,0,1,,https://www.google.com/,
4641252,,1,,,
4642978,4,1,,Direct,
4643024,16,,,https://www.google.co.in/,
4641226,,1,,,
4642950,,6,,,
4643048,4,,,Direct,
4643058,16,,,https://www.google.com/,
4643077,16,,,https://www.google.com/,
4643082,0,,,https://www.google.com/,
4643093,18,3,,https://www.salehoo.com/blog/top-6-places-to-sell-online,
4643095,4,,,Direct,
4643102,16,,,https://www.google.com/,
4643138,4,5,,Direct,
4643149,0,6,,https://www.google.com/,
4643150,16,1,,https://www.google.com/,
4643154,4,,,Direct,
4643183,4,,,http://bonanza.com/,
4643223,0,,,https://www.google.com.mx/,
4643254,0,,,https://www.google.com/,
4643289,17,1,,https://www.google.com/,
4643291,0,,,https://www.google.com.vn/,
4640456,,3,,,
4643302,4,3,,Direct,
4643393,0,,,https://www.google.com.vn/,
4643453,4,3,,https://www.bonanza.com/listings/Fido-s-Musical-Dog-House-Wind-Up-Jack-in-the-Box-Vintage-Tin-Toy-Switzerland-Vtg/650013207,
4643454,16,,,https://www.google.com/,
4643470,4,3,,Direct,
3226682,,1,,,
3600052,,1,,,
4643523,4,,,Direct,
4643556,3,6,,https://mail.google.com/mail/mu/mp/97/,
4643561,4,,,Direct,
4643573,4,1,,Direct,
4643585,,1,,,
4643601,16,,,https://www.google.com/,
4643609,0,,,Direct,
4643616,0,5,,https://www.google.co.in/,
4643649,,3,,,
4643702,4,5,,Direct,
4643724,8,,,Direct,
4643740,17,,,https://www.google.com/,
4643751,0,,,https://www.google.com/,
4643759,0,1,,https://www.google.bg/,
4643777,0,1,,https://www.google.com/,
4643781,8,3,,https://www.google.com/,
4643789,0,1,,https://www.google.ca/,
4421959,,3,,,
4643804,7,2,,https://www.practicalecommerce.com/ecommerce-marketplaces-worldwide,
4643811,4,3,,Direct,
4643818,4,1,,Direct,
4643822,4,6,,Direct,
4643824,4,,,Direct,
4643831,0,,,https://www.google.com/,
4643837,8,,,https://www.bonanza.com/users/34405979/profile,
4642627,,1,,,
4643878,22,,,Direct,
4643922,4,,,Direct,
4643930,,1,,,
4643934,4,,,Direct,
4643944,0,1,,https://www.google.com.vn/,
4642411,,1,,,
4643980,,2,,,
4644020,4,3,,Direct,
4644022,0,6,,https://www.google.com/,
4644027,0,,,https://www.google.com/,
4643924,,4,,,
4644064,16,5,,https://www.google.com.tr/,
4644090,,1,,,
4644120,,3,,,
4644124,16,1,,https://www.google.com/,
4644125,4,,,Direct,
4643985,,1,,,
4644129,0,,,https://www.google.com/,
4644131,17,1,,https://www.google.com/,
4644142,0,1,,https://www.google.com/,
4644144,0,1,,https://www.google.com/,
4644154,0,1,,https://www.google.com/,
4644164,4,2,,Direct,
4644171,16,1,,https://www.google.com/,
4644200,0,1,,https://www.google.com/,
4644231,0,1,,https://www.google.com/,
4644233,0,,,https://www.google.com/,
4644263,0,,,https://www.google.com/,
4644293,4,5,,Direct,
4644320,16,,,https://www.google.com/,
4644323,22,6,,http://ww2.siteplug.com/fly?enk=RsEHwcbjJoHG4ybjxoEnuWbjJqmGiQaJ5sknkY+Jj6E%3D,
4644343,0,,,https://www.google.com/,
4644353,4,,,Direct,
3039726,,2,,,
4644397,4,1,,Direct,
4644406,5,2,,https://r.search.aol.com/_ylt=A0geK9rYJtpb.CkAzDtpCWVH;_ylu=X3oDMTByOHZyb21tBGNvbG8DYmYxBHBvcwMxBHZ0aWQDBHNlYwNzcg--/RV=2/RE=1541052249/RO=10/RU=https%3a%2f%2fwww.bonanza.com%2f/RK=0/RS=ftq6pGPDbPIfgM3FhV3VNvP6egw-,
4644419,0,,,https://www.google.com/,
4644454,0,2,,https://www.google.com/,
4644450,,3,,,
4644496,4,1,,https://www.google.com/,
4644536,4,,,Direct,
4644544,17,6,,http://www.google.com/,
4644546,4,1,,Direct,
4644557,22,,,Direct,
4644576,4,1,,Direct,
4644584,0,4,,https://www.google.com/,
4644618,7,3,,Direct,
4644583,,1,,,
4644629,4,3,,Direct,
4644634,0,,,https://www.google.com/,
4644673,8,,,https://www.bonanza.com/booths/lockin?apply_coupon=154578&awc=6238_1540523987_6e8f8302b33471d7ebc293168dce1d81&utm_source=awin&utm_medium=cpa&item_sort_options[page]=3&s=929.9999877810478,
4644693,4,1,,Direct,
4644697,7,3,,http://www.cifnews.com/article/34313,
4644742,6,,,https://www.facebook.com/,
4644800,16,1,,https://www.google.com/,
4644839,,1,,,
4633557,,3,,,
4644987,0,1,,Direct,
4645021,0,1,,https://www.google.co.in/,
3942351,,3,,,
4645102,0,1,,https://www.google.bg/,
4645119,,1,,,
4645157,16,,,https://www.google.com/,
4645163,16,,,https://www.google.com/,
4645169,4,2,,Direct,
4645240,4,,,Direct,
4645242,5,1,,https://us.search.yahoo.com/,
4645244,4,,,Direct,
4645250,16,6,,https://www.google.com/,
4645251,0,,,https://www.google.com/,
4645254,0,,,android-app://com.google.android.googlequicksearchbox,
4645255,4,,,Direct,
4645269,4,,,Direct,
4645270,0,5,,https://www.google.com/,
4645279,16,,,https://www.google.com/,
4645278,,1,,,
4645305,0,1,,https://www.google.com/,
4645316,7,1,,https://www.practicalecommerce.com/ecommerce-marketplaces-worldwide,
4645354,16,,,https://www.google.com.ar/,
4645359,4,,,Direct,
4645370,0,,,https://www.google.com.eg/,
4645401,4,1,,Direct,
4645410,0,,,Direct,
4645425,0,,,https://www.google.co.uk/,
4645437,0,3,,https://www.google.co.id/,
4645440,,1,,,
4645430,,1,,,
4645448,4,3,,Direct,
4645450,17,1,,https://www.google.com/,
4645469,4,1,,Direct,
4645473,22,1,,Direct,
4645472,,2,,,
4645424,,2,,,
4645516,3,1,,Direct,
4645526,7,2,,https://quickbooks.intuit.com/r/online-store-and-retail/10-sites-to-sell-your-products-online-whats-best-for-your-business/,
4645533,8,,,Direct,
4645551,16,5,,https://www.google.ca/,
4645588,22,1,,Direct,
4645605,4,,,https://www.bonanza.com/about_us,
4645554,,1,,,
4645627,2,1,,https://www.bing.com/search?q=bonanza&form=PRUSEN&pc=EUPP_UE09&mkt=en-us&httpsmsn=1&refig=ef04d640e0e24345b87caf5f6f63f7ac&sp=-1&ghc=1&pq=bonanza&sc=9-7&qs=n&sk=&cvid=ef04d640e0e24345b87caf5f6f63f7ac,
4645638,16,3,,https://www.google.com/,
4645651,4,,,Direct,
4645675,4,1,,Direct,
4635954,,1,,,
4645699,0,,,https://www.google.co.uk/,
4645717,4,,,Direct,
4645794,,6,,,
4645860,2,1,,https://www.bing.com/search?q=bonanza&form=EDNTHT&mkt=en-us&httpsmsn=1&refig=58664a728d0e4b5194c79ced51b6bfb3&sp=-1&ghc=1&pq=bonanza&sc=8-7&qs=n&sk=&cvid=58664a728d0e4b5194c79ced51b6bfb3,
4645848,,1,,,
4645864,8,1,,https://www.google.com/,
4645869,16,,,android-app://com.google.android.googlequicksearchbox,
4645803,,3,,,
4645878,7,,,https://realwaystoearnmoneyonline.com/sell-your-stuff-online/,
4645881,16,6,,https://www.google.com/,
4645902,0,,,https://www.google.com/,
4645896,,1,,,
4619295,,6,,,
4645908,0,,,https://www.google.com/,
4645938,0,,,https://www.google.ca/,
4645952,0,1,,https://www.google.com/,
4645974,4,1,,Direct,
4645986,16,,,Direct,
4645228,,1,,,
4645994,8,6,,https://mail.twc.com/do/redirect?url=https%253A%252F%252Fwww.bonanza.com%252Foffers%252F57473722%252Fcart_revive%253Fdatestamp%253D2018_10_30T21_03_18%2526email_name%253Ddropped_cart_second%2526promo_access%253Dtrue%2526token%253Dd9bdff92218987245463ee09c,
4645992,,1,,,
4645999,17,1,,https://www.google.com/,
4646001,4,4,,https://www.google.com/,
4646015,4,3,,https://www.google.com/,
4646029,0,,,https://www.google.com/,
4646041,7,,,https://www.feedbackexpress.com/best-online-marketplaces/,
4638675,,6,,,
4645976,,1,,,
4646177,4,,,Direct,
4646194,0,,,https://www.google.com/,
4646196,4,,,Direct,
4646202,16,,,https://www.google.com/,
4645222,,1,,,
4646254,8,6,,Direct,
4646277,16,,,https://www.google.com/,
4646280,4,6,,Direct,
4646282,4,1,,Direct,
4646286,0,,,https://www.google.com/,
4646287,2,,,https://www.bing.com/search?q=bonanza&form=EDGTCT&qs=AS&cvid=31e8ac9e02344000b1a78a109180b071&refig=3c9e6f112e24432fcc3335b7a65fc7ba&cc=US&setlang=en-US&PC=DCTS,
4646361,16,6,,https://www.google.com/,
4646362,4,1,,Direct,
4646371,4,3,,Direct,
4646384,0,,,https://www.google.com/,
4646407,7,,,Direct,
4646429,4,,,Direct,
4275105,,1,,,
4646437,0,,,https://www.google.com/,
4646443,0,,,http://www.google.com/,
4646514,17,,,Direct,
4646517,4,6,,Direct,
4645507,,4,,,
4646556,7,3,,http://hzwebmail.mail.126.com/js6/read/readhtml.jsp?mid=15:1tbiDxXyI1pD61I-bQAAs5&userType=newuser&font=15&color=138144,
4646559,,1,,,
4643342,,3,,,
4646632,0,,,https://www.google.ro/,
4646645,0,2,,https://www.google.co.in/,
4646671,0,1,,https://www.google.com/,
4646682,7,4,,https://www.practicalecommerce.com/ecommerce-marketplaces-worldwide,
4646638,,6,,,
4646720,4,,,Direct,
4646726,4,,,Direct,
4646729,4,1,,Direct,
4646737,,1,,,
4646768,4,,,Direct,
4646817,0,,,https://www.google.com.vn/,
4646807,,1,,,
4646818,4,,,Direct,
4646832,0,1,,https://www.google.it/,
4646834,0,,,https://www.google.com/,
4646847,0,1,,https://www.google.co.uk/,
4646855,16,5,,https://www.google.com/,
4646851,,1,,,
4646854,,1,,,
4646873,4,1,,Direct,
4646901,0,,,https://www.google.com/,
4646909,,3,,,
4646926,4,,,Direct,
4646934,,1,,,
4646939,4,,,Direct,
4646944,4,3,,Direct,
4646976,4,,,Direct,
4646984,0,1,,https://www.google.com/,
4647011,0,1,,https://www.google.com/,
4647049,4,5,,Direct,
4647065,16,3,,https://www.google.com/,
4647069,16,5,,https://www.google.com/,
4647073,8,,,https://www.google.com/,
4647079,16,6,,https://www.google.com/,
4647169,,1,,,
4647174,4,1,,Direct,
4647184,4,,,Direct,
4647221,0,2,,Direct,
4647287,0,1,,https://www.google.com/,
4647343,4,3,,Direct,
4647377,17,5,,https://www.google.com/,
4647376,,1,,,
4647386,0,,,https://www.google.com/,
4647388,4,,,Direct,
4639012,,1,,,
4647412,,1,,,
4640347,,3,,,
4647443,4,1,,Direct,
4647449,0,1,,Direct,
4647463,0,1,,https://www.google.lt/,
4647480,0,3,,https://www.google.com/,
4647485,17,4,,https://www.google.com/,
4647488,8,1,,https://www.google.com/,
4647490,4,,,Direct,
4647495,4,,,Direct,
4647500,4,1,,Direct,
4647535,,3,,,
4647547,4,,,Direct,
4647564,5,1,,https://search.yahoo.com/,
4647565,16,,,https://www.google.com/,
4647576,17,1,,https://www.google.com/,
3655160,,3,,,
4647605,4,,,Direct,
4647607,,1,,,
4647638,16,1,,https://www.google.com/,
4647661,16,,,https://www.google.com/,
4647686,,1,,,
4644206,,1,,,
4647727,8,,,https://www.google.com/,
4647748,4,,,Direct,
4647767,16,,,https://www.google.com/,
4647771,22,,,Direct,
4647784,4,,,Direct,
4647831,8,,,https://www.google.com/,
4627505,,6,,,
4647848,16,1,,https://www.google.ca/,
4647874,0,,,https://www.google.com.vn/,
4647882,16,,,Direct,
3165615,,1,,,
4647995,0,,,https://www.google.com/,
4064319,,1,,,
4648015,16,6,,https://www.google.com/,
4648042,0,,,https://www.google.com/,
4648064,4,1,,Direct,
4648070,22,1,,Direct,
4648110,7,1,,https://www.quora.com/Is-Bonanza-a-good-place-to-dropship-with,
4648201,5,,,https://www.baidu.com/link?url=KZohxhonnKQpVsT_HCRqnNAoKmCmFn5BGZyQznxBsZZR2HdGZnIjlUkn-_MALgLd&ck=789.0.159.314.144.NaN.NaN.0NaN.NaN.0&shh=www.baidu.com&wd=&eqid=89fa077c00020345000000065bdd7130,
4648234,8,1,,https://www.google.co.in/,
4648244,4,,,Direct,
4648258,4,,,Direct,
4648264,22,1,,Direct,
4648266,0,,,https://www.google.com.vn/,
4648338,4,5,,https://www.google.com/,
4648276,,4,,,
4648388,16,5,,https://www.google.com/,
4648389,0,1,,https://www.google.lv/,
4648354,,1,,,
4648419,4,,,Direct,
4648423,2,,,https://www.bing.com/search?q=bonanza&form=EDNTHT&mkt=en-us&httpsmsn=1&refig=8800c3f367d9459eb8cf8834ecd7511f&PC=HCTS&sp=1&qs=LS&pq=bona&sc=8-4&cvid=8800c3f367d9459eb8cf8834ecd7511f&cc=US&setlang=en-US,
4648488,16,,,https://www.google.com/,
4648490,16,,,https://www.google.com/,
4648507,4,1,,Direct,
4648508,4,,,Direct,
4648526,0,6,,https://www.google.com/,
4648539,16,5,,https://www.google.com/,
4648540,7,,,https://console.salefreaks.com/SFWA/SFWA_Main/dashboard/dashboard.aspx,
4648546,0,,,https://www.google.co.uk/,
4648550,4,,,Direct,
4648555,0,,,https://www.google.com/,
4648568,,1,,,
4648577,4,1,,Direct,
4648579,16,1,,https://www.google.com/,
4648585,7,1,,Direct,
4648594,,1,,,
4648596,0,,,https://www.google.co.za/,
4648609,4,1,,Direct,
4648613,8,,,https://www.google.com/,
4648664,17,1,,https://www.google.com/,
4637356,,3,,,
4648668,0,1,,Direct,
4648674,0,,,android-app://com.google.android.googlequicksearchbox/https/www.google.com,
4648675,0,,,https://www.google.com/,
4648709,22,,,Direct,
4648725,0,,,https://www.google.com/,
4622013,,3,,,
4633352,,4,,,
4638867,,3,,,
4648777,7,4,,https://www.yandex.ru/,
4648784,0,,,https://www.google.com/,
4648785,4,3,,Direct,
4648795,7,1,,https://www.youtube.com/,
4648819,16,,,https://www.google.ca/,
4648824,0,,,https://www.google.ca/,
4648838,4,,,Direct,
4648848,0,4,,https://www.google.com/,
4648855,0,1,,https://www.google.com/,
4648859,0,,,https://www.google.it/,
4648922,16,5,,https://www.google.com/,
4648927,0,,,https://www.google.com/,
4648964,4,1,,Direct,
4648098,,6,,,
4649005,17,1,,https://www.google.com/,
4649029,,3,,,
4649046,22,,,Direct,
4649074,4,1,,Direct,
4649075,22,,,Direct,
4649077,16,,,https://www.google.com/,
4649100,0,1,,https://www.google.com/,
4649108,0,6,,Direct,
4649141,4,1,,https://www.google.com/,
4649170,4,3,,Direct,
4603230,,1,,,
4649203,,1,,,
4648690,,6,,,
4649238,6,,,http://m.facebook.com/,
4649264,16,,,https://www.google.com/,
4649277,,3,,,
4649289,4,5,,Direct,
4649306,4,3,,Direct,
4649305,,1,,,
4030010,,1,,,
4649357,22,,,Direct,
4649361,4,1,,Direct,
4649362,0,5,,https://www.google.com/,
4649375,4,1,,Direct,
4158777,,1,,,
4649397,16,1,,https://www.google.com/,
4649477,4,1,,Direct,
4649478,16,6,,https://www.google.com/,
4649488,0,2,,https://www.google.com/,
4649505,4,1,,Direct,
4649506,4,,,Direct,
4649519,0,4,,https://www.google.com/,
4649529,0,,,Direct,
4649589,0,,,Direct,
4649594,4,3,,Direct,
4649643,4,1,,Direct,
4649672,4,,,Direct,
4649745,8,1,,https://www.google.com/,
4649769,7,3,,http://www.cifnews.com/article/34313,
4649852,0,1,,https://www.google.com/,
4649866,16,,,https://www.google.com/,
4649875,4,1,,Direct,
4649882,4,1,,Direct,
4649893,17,,,https://www.google.com/,
4649912,8,,,Direct,
4649919,0,,,https://www.google.com/,
4649940,0,,,https://www.google.com.ua/,
4649959,4,,,Direct,
4649969,,3,,,
4649988,16,,,https://www.google.com/,
4650011,4,,,Direct,
4650021,0,1,,https://www.google.com.vn/,
4650031,0,,,https://www.google.com/,
4650006,,4,,,
4650078,0,3,,https://www.google.gr/,
4650080,0,2,,https://www.google.com/,
4650090,0,,,https://www.google.ca/,
4650097,4,,,https://www.bonanza.com/sell_products_online,
4650111,17,1,,https://www.google.com/,
4650124,0,,,https://www.google.com/,
4650161,0,1,,https://www.google.com/,
4645749,,3,,,
4650197,0,2,,https://www.google.es/,
4650205,0,,,https://www.google.com/,
4650207,4,,,Direct,
4650214,0,1,,https://www.google.com/,
4650220,0,1,,https://www.google.it/,
4650222,0,1,,https://www.google.com/,
4650244,17,,,https://www.google.com/,
4650255,4,1,,Direct,
4650247,,3,,,
4650271,4,1,,Direct,
4650276,7,,,Direct,
4650292,0,1,,https://www.google.co.uk/,
4650332,16,,,https://www.google.com/,
4650233,,3,,,
4650325,,1,,,
4650370,8,1,,Direct,
4650371,0,1,,https://www.google.com/,
4650340,,6,,,
4650416,16,,,Direct,
4650378,,3,,,
4650434,0,1,,https://www.google.com/,
4650453,22,,,Direct,
4650483,22,,,Direct,
4650503,0,1,,https://www.google.com/,
4650512,4,,,Direct,
4650479,,4,,,
4650521,4,1,,Direct,
4650841,0,,,https://www.google.com/,
4650846,7,,,Direct,
4650849,16,5,,https://www.google.com/,
4650855,4,1,,Direct,
4650859,0,,,https://www.google.com/,
4650915,0,1,,https://www.google.com/,
4650926,4,1,,Direct,
4650930,2,6,,https://www.bing.com/search?q=bonanza&form=EDGTCT&qs=AS&cvid=07e2f71d602c45c2b5d12691335cbc32&refig=5338803f185f444da82719cc7860cba8&cc=US&setlang=en-US,
4650939,4,3,,Direct,
4650953,8,,,https://www.google.com/,
4650959,16,,,Direct,
4650971,,1,,,
4650994,0,,,https://www.google.com/,
4651004,0,1,,Direct,
4651012,0,,,https://www.google.com/,
4651018,4,,,Direct,
4651008,,1,,,
4651031,4,1,,Direct,
4651039,0,,,https://www.google.com/,
4651050,0,1,,https://www.google.com.vn/,
4651056,0,1,,https://www.google.com/,
4651081,4,,,https://www.google.com/,
4651082,0,,,https://www.google.com/,
4651112,0,1,,https://www.google.com/,
4651126,4,1,,Direct,
